document_id,project_id,project_name,publish_date,outlet,title,author
TEMPID0020170921ed9m0000e,P029,General,2017-09-22,The Jakarta Post,"Insight: Timor-Leste, Australia and Asia's contested maritime order",
JKPOST0020170921ed9m0000k,P029,General,2017-09-29,The Jakarta Post,"China, Indonesia to bolster economic ties","Ahmad Junaidi, The Jakarta Post, Jakarta"
JKPOST0020170928ed9t00032,P123,Jakarta–Bandung high-speed railway,2017-10-07,Koran Tempo,Pinjaman Kereta Cepat dari Cina Cair November 2017,
TEMPID0020171006eda700008,P029,General,2017-10-17,The Jakarta Post,"China values neighbors, but asserts sovereignty in SCS","Novan Iman Santosa, The Jakarta Post, Beijing"
JKPOST0020171016edah0000k,P029,General,2017-10-18,The Jakarta Post,"CPC seeks discipline, national prosperity","Novan Iman Santosa, The Jakarta Post, Beijing"
JKPOST0020171017edai00008,P123,Jakarta–Bandung high-speed railway,2017-10-24,Koran Tempo,Kereta Cepat Jakarta-Bandung Bakal Terintegrasi,
TEMPID0020171023edao000gp,P123,Jakarta–Bandung high-speed railway,2017-11-06,Tempo Magazine,JAKARTA-BANDUNG HIGH-SPEED RAIL PROJECT: Still in Progress,"1,105 words"
TEMGEN0020171115edb60002z,P169,Morowali Industrial Park (IMIP),2017-11-14,The Jakarta Post,China finds home in Morowali,"Viriya P. Singgih, The Jakarta Post, Morowali"
JKPOST0020171113edbe00010,P169,Morowali Industrial Park (IMIP),2017-11-15,The Jakarta Post,Morowali : A tale of China's grip on rich region,"1,164 words"
JKPOST0020171114edbf0001c,P169,Morowali Industrial Park (IMIP),2017-11-15,The Jakarta Post,Morowali investors jittery over policy uncertainties,"1,049 words"
JKPOST0020171114edbf00019,P169,Morowali Industrial Park (IMIP),2017-11-15,The Jakarta Post,Anti-Chinese specter raises head in C. Sulawesi regency,
JKPOST0020171114edbf00017,P143,Manado–Bitung toll road,2017-11-16,Koran Tempo,Jalan Tol Manado-Bitung Terhambat Lahan,
TEMPID0020171116edbg00031,P169,Morowali Industrial Park (IMIP),2017-11-16,The Jakarta Post,Everyone wants slice of emerging Morowali,"1,097 words"
JKPOST0020171116edbg0000p,P164,Morowali / nickel smelter investments,2017-11-16,The Jakarta Post,RI benefitting from China's love of nickel,
JKPOST0020171116edbg0000o,P163,Morowali / nickel mining and smelters,2017-11-16,The Jakarta Post,Farmers lose out in industrialized regency,
JKPOST0020171116edbg0000l,P029,General,2017-11-27,Tempo.co,JK Asks Chinese Investors Not to Bring Too Many Migrant Workers,
TEMPOE0020171127edbr0008h,P029,General,2017-12-07,Koran Tempo,Pemerintah Dukung Industri Padat Karya Berorientasi Ekspor,
TEMPOE0020180108ee180005m,P123,Jakarta–Bandung high-speed railway,2018-01-11,Koran Tempo,Pembebasan Lahan Kereta Cepat Jakarta-Bandung Selesai pada Maret,
TEMPID0020180110ee1b0005z,P112,Jakarta-Bandung high-speed railway,2018-01-11,The Jakarta Post,Ministry to finish review of delayed railway project,"Farida Susanty, The Jakarta Post, Jakarta"
JKPOST0020180110ee1b00018,P108,Jakarta LRT,2018-01-11,Koran Tempo,Ratu Prabu Gandeng Investor Asing Garap Kereta Ringan,
TEMPID0020180111ee1b00031,P112,Jakarta-Bandung high-speed railway,2018-01-11,Koran Tempo,Pembebasan Lahan Kereta Cepat Jakarta-Bandung Selesai pada Maret,
TEMPID0020180111ee1b0002z,P029,General,2018-01-14,Tempo.co,Only 8mn Tons of Crude Steel Produced out of 14mn Needed: Govt,
TEMPOE0020180114ee1e0005o,P168,Morowali Industrial Park,2018-01-15,The Jakarta Post,Ministry to invest $14.89b in three steel producers to boost output,"Viriya P. Singgih, The Jakarta Post, Jakarta"
JKPOST0020180115ee1f00010,P131,Jakarta–Surabaya rail,2018-02-09,Koran Tempo,Studi Kereta Cepat Jakarta-Surabaya Rampung Bulan Depan,
TEMPID0020180208ee29000gp,P112,Jakarta-Bandung high-speed railway,2018-02-09,The Jakarta Post,Govt to acquire land for railway project,"Rachmadea Aisyah , The Jakarta Post, Jakarta"
JKPOST0020180208ee290000v,P029,General,2018-02-15,The Jakarta Post,Year of the Dog: One last look at Asia's 'best' to 'worst',"1,230 words"
JKPOST0020180214ee2f00015,P143,Manado–Bitung toll road,2018-02-20,Koran Tempo,"Biaya Proyek Jalan Tol Manado-Bitung Segmen I Rp 1,2 Triliun",
TEMPID0020180219ee2k0008l,P112,Jakarta-Bandung high-speed railway,2018-02-20,Koran Tempo,Tarif Kereta Cepat Jakarta-Bandung Melonjak,
TEMPID0020180219ee2k0008k,P112,Jakarta-Bandung high-speed railway,2018-02-21,Koran Tempo,"Investasi Kereta Cepat Membengkak Rp 1,13 Triliun",
TEMPID0020180220ee2l00061,P112,Jakarta-Bandung high-speed railway,2018-02-21,The Jakarta Post,Economy in brief: KCIC purchases 620 ha land,
JKPOST0020180220ee2l00016,P112,Jakarta-Bandung high-speed railway,2018-02-22,Koran Tempo,Pemerintah Upayakan Tarif Kereta Cepat Tak Naik,
TEMPID0020180222ee2m00034,P188,National Slum Enhancement Project,2018-03-12,Tempo.co,Jokowi Meets Asian Infrastructure Investment Bank Delegates,
TEMPOE0020180312ee3c0008f,P189,National Slum Upgrading Program,2018-03-13,The Jakarta Post,Economy in brief: Jokowi lauds AIIB 's help for Indonesia,
JKPOST0020180312ee3d0000w,P109,Jakarta MRT,2018-03-14,Tempo.co,PT MRT Jakarta Discusses Funding Scheme with AIIB,
TEMPOE0020180314ee3e00005,P017,Belt and Road Initiative,2018-03-21,The Jakarta Post,Belt and Road Initiative up and running,"1,029 words"
JKPOST0020180320ee3l0000e,P112,Jakarta-Bandung high-speed railway,2018-03-22,Tempo.co,Jakarta - Bandung High-speed Railway Project at 5 Percent,
TEMPOE0020180419ee3m003e4,P029,General,2018-04-15,Tempo.co,Tax Incentives Attract China to Indonesia,
TEMPOE0020180415ee4f0002t,P168,Morowali Industrial Park,2018-04-20,Tempo.co,PT IMIP Accounts for Morowali Helicopter Crash,
TEMPOE0020180420ee4k000dz,P029,General,2018-04-24,The Jakarta Post,Crowding in Asia's private sector to accelerate infrastructure,"development 1,037 words"
JKPOST0020180423ee4o00016,P169,Morowali Industrial Park (IMIP),2018-04-26,The Jakarta Post,Economy in brief: Morowali to get three steel factories,
JKPOST0020180425ee4q00012,P029,General,2018-04-27,The Jakarta Post,House to set up group on foreign workers,"Nurul Fitri Ramadhani and Anton Hermansyah , The Jakarta Post, Jakarta"
JKPOST0020180426ee4r0000h,P029,General,2018-05-02,The Jakarta Post,Chinese investors trending in RI,"Rachmadea Aisyah, The Jakarta Post, Jakarta"
JKPOST0020180501ee5200007,P029,General,2018-05-03,The Jakarta Post,Correction,
JKPOST0020180502ee530000j,P123,Jakarta–Bandung high-speed railway,2018-05-03,Koran Tempo,"Cina Cairkan Pinjaman Proyek Kereta Cepat Rp 2,28 Triliun",
TEMPID0020180503ee5300037,P029,General,2018-05-05,The Jakarta Post,RI to push for better balance of trade with China,"Dian Septiari, The Jakarta Post, Jakarta"
JKPOST0020180504ee5500007,P029,General,2018-05-05,The Jakarta Post,Five years in action: Continuous enhancement of Indonesia-China,Comprehensive Strategic Partnership
JKPOST0020180504ee550000m,P029,General,2018-05-05,The Jakarta Post,Chinese companies contribute to improving local people's welfare,"2,065 words"
JKPOST0020180504ee550000n,P029,General,2018-05-05,The Jakarta Post,"'Gamelan orchestra' of China-Indonesia friendship, cooperation","1,367 words"
JKPOST0020180504ee550000q,P029,General,2018-05-05,The Jakarta Post,Insight: Embarking on new voyage of China-Indonesia friendly cooperation,
JKPOST0020180504ee5500011,P029,General,2018-05-05,The Jakarta Post,Importance of Premier Li Keqiang's visit to Indonesia,
JKPOST0020180504ee550001g,P017,Belt and Road Initiative,2018-05-05,The Jakarta Post,China's Belt and Road Initiative,
JKPOST0020180504ee550001b,P215,Virtue Dragon nickel smelter (Konawe),2018-05-07,Tempo Magazine,Foreign Workers Under Scrutiny,"1,090 words"
TEMGEN0020180521ee570001g,P029,General,2018-05-08,The Jakarta Post,"RI, China talk peace, trade","Marguerite Afra Sapiie, The Jakarta Post, Jakarta"
JKPOST0020180507ee580000l,P029,General,2018-05-08,Tempo.co,VP Jusuf Kalla Ask Chinese PM to Prioritize Local Workers,
TEMPOE0020180508ee5800004,P029,General,2018-06-28,Koran Tempo,Pembangunan Tiga Kawasan Industri Dikebut,
TEMPID0020180628ee6s00031,P123,Jakarta–Bandung high-speed railway,2018-07-04,The Jakarta Post,KCIC to catch up on construction after long delay,"Farida Susanty, The Jakarta Post, Jakarta"
JKPOST0020180703ee740000k,P029,General,2018-07-26,Koran Tempo,Industri Baja Nasional Tak Khawatir Proteksi Cina,
TEMPID0020180726ee7q00032,P097,Halmahera nickel & EV battery project,2018-08-10,Koran Tempo,Investasi Pendukung Industri Mobil Listrik Bertambah,
TEMPID0020180810ee8a0005p,P029,General,2018-08-20,The Jakarta Post,Regulating Chinese workers under Belt and Road,
JKPOST0020180819ee8k0000l,P198,PLTU Riau-1,2018-08-25,Koran Tempo,Idrus Marham Diduga Atur Proyek,
TEMPID0020180826ee8p00004,P198,PLTU Riau-1,2018-08-27,Koran Tempo,Suap PLTU Seret Golkar,
TEMPID0020180827ee8r0002t,P029,General,2018-08-30,Koran Tempo,Bappenas Minta Bank Infrastruktur Asia Tambah Investasi,
TEMPID0020180831ee8u0000d,P029,General,2018-09-28,The Jakarta Post,"China, RI must synergize strategies: Envoy","Dian Septiari, The Jakarta Post, Jakarta"
JKPOST0020180927ee9s0000w,P018,Belt and Road Initiative (BRI),2018-10-01,The Jakarta Post,The BRI and Indonesia's financial security,"1,050 words"
JKPOST0020180930eea10000w,P029,General,2018-10-08,Koran Tempo,Presiden Direktur PT Pengembangan Pariwisata Indonesia (Persero),
TEMPID0020181009eea800031,P144,Mandalika,2018-10-08,Koran Tempo,ITDC Bidik Kawasan Pariwisata di Luar Bali-Lombok,
TEMPID0020181009eea800032,P025,Cisumdawu toll road,2018-10-11,Koran Tempo,Terowongan Tol Cisumdawu Rampung Bulan Ini,
TEMPID0020181013eeab00030,P144,Mandalika,2018-10-17,Koran Tempo,Bank Investasi Infrastruktur Asia Danai Proyek Mandalika,
TEMPID0020181018eeah0002t,P029,General,2018-10-29,The Jakarta Post,Window of opportunity to Chinese investment,
JKPOST0020181028eeat0000r,P098,"Hambantota port, Sri Lanka",2018-10-31,Koran Tempo,Gonjang-Ganjing di Pulau Air Mata,
TEMPID0020181031eeav0005m,P029,General,2018-11-16,Koran Tempo,Genosida Budaya Di Xinjiang,
TEMPID0020181116eebg00039,P029,General,2018-11-28,Koran Tempo,Cina Berambisi Tingkatkan Investasi,
TEMPID0020181129eebs00032,P018,Belt and Road Initiative (BRI),2018-11-28,The Jakarta Post,RI remains open amid China's BRI,"Rachmadea Aisyah, The Jakarta Post, Jakarta"
JKPOST0020181127eebs00008,P029,General,2018-12-04,The Jakarta Post,Discourse: Indonesian envoy wants to close trade gap with China,
JKPOST0020181203eec400005,P192,North Halmahera EV battery project,2018-12-06,The Jakarta Post,Pertamina looks into producing batteries for electric vehicles,"Stefanno Reinard Sulaiman, The Jakarta Post, Jakarta"
JKPOST0020181205eec60000n,P174,Morowali lithium battery factory,2018-12-19,Tempo.co,Minister Luhut: Perpres for Electric Car to Finish in 2019,
TEMPOE0020181221eecj000xw,P029,General,2018-12-22,The Jakarta Post,Sino-Indonesian exchange at new levels,"1,003 words"
JKPOST0020190106ef170000x,P029,General,2019-01-08,The Jakarta Post,RI must unite ASEAN for central role in Indo-Pacific,"Agnes Anya, The Jakarta Post, Jakarta"
JKPOST0020190107ef180000s,P018,Belt and Road Initiative (BRI),2019-01-08,Koran Tempo,Survei: ASEAN Was-was dengan Ambisi Cina,
TEMPID0020190108ef180005u,P029,General,2019-01-09,The Jakarta Post,China's economic reform and Indonesia's economy,
JKPOST0020190108ef190000g,P184,Morowali nickel smelter / battery plant,2019-01-09,Koran Tempo,Program Ekonomi Tak Terganggu Agenda Politik,
TEMPID0020190110ef1900005,P169,Morowali Industrial Park (IMIP),2019-01-11,Tempo.co,Luhut Invites Chinese Investors to Partner with Local Firms,
TEMPOE0020190111ef1b000e0,P029,General,2019-01-15,Koran Tempo,Investasi Luar Negeri Cina Melemah,
TEMPID0020190116ef1f0002w,P186,Morowali nickel-based industrial park,2019-01-17,The Jakarta Post,Economy in brief: Hyundai to finalize $1b car factory plan,
JKPOST0020190116ef1h0000a,P029,General,2019-01-21,Tempo.co,Govt Wants Rp276.4tn Infrastructure Project Completed in 2019,
TEMPOE0020190121ef1l0005l,P175,Morowali lithium battery plant,2019-01-24,Koran Tempo,Menanti Aturan Insentif Kendaraan Listrik,
TEMPID0020190125ef1o00031,P029,General,2019-01-24,Koran Tempo,15 Proyek Strategis Nasional Terancam Molor,
TEMPID0020190125ef1o00030,P203,QMB / Morowali EV battery plant,2019-01-29,Tempo Magazine,Charged by China’s Batteries,"1,547 words"
TEMGEN0020190130ef1t0002u,P018,Belt and Road Initiative (BRI),2019-03-20,The Jakarta Post,Billions on offer for Belt and Road,"Riska Rahman, The Jakarta Post, Jakarta"
JKPOST0020190319ef3k0000q,P123,Jakarta–Bandung high-speed railway,2019-04-05,The Jakarta Post,"Belt and Road benefits Indonesia, the world","1,160 words"
JKPOST0020190404ef450000i,P187,Morowali stainless-steel smelter (Tsingshan),2019-04-09,Tempo Magazine,Starting with Trikora,
TEMGEN0020190410ef4900008,P018,Belt and Road Initiative (BRI),2019-04-19,Tempo.co,China Says Belt and Road Initiative Not Geopolitical Tool,
TEMPOE0020190419ef4j0008f,P021,Belt and Road Summit / BRI,2019-04-25,Tempo.co,Belt and Road Summit; VP Jusuf Kalla to Meet China's Xi Jinping,
TEMPOE0020190425ef4p000b8,P019,Belt and Road Initiative (BRI) / Kuala Tanjung port,2019-04-26,The Jakarta Post,RI to stress need for synergy at BRI forum,"Dian Septiari, The Jakarta Post, Jakarta"
JKPOST0020190425ef4q00008,P005,"BRI coal power projects (Tanah Kuning, Kalselteng 3/4, Celukan Bawang 2)",2019-04-26,The Jakarta Post,Calls for RI to offer renewable energy not coal at BRI forum,"Stefanno Reinard Sulaiman, The Jakarta Post, Jakarta"
JKPOST0020190425ef4q0000k,P142,Kuala Tanjung Port special economic zone,2019-04-26,Tempo.co,Indonesia-China Discussing Kuala Tanjung in Belt and Road Summit,
TEMPOE0020190426ef4q000ba,P018,Belt and Road Initiative (BRI),2019-04-27,The Jakarta Post,BRI investment must avoid debt trap: Analysts,"Stefanno Reinard Sulaiman, The Jakarta Post, Jakarta"
JKPOST0020190426ef4r00003,P029,General,2019-04-29,Tempo.co,Kalla Talks CPO Discrimination during Visit to China,
TEMPOE0020190429ef4t0002w,P018,Belt and Road Initiative (BRI),2019-04-29,Tempo.co,Walhi Deems China's OBOR Project May Pose New Debt Trap,
TEMPOE0020190429ef4t000dx,P123,Jakarta–Bandung high-speed railway,2019-05-04,The Jakarta Post,High-speed train project can create economic hub,"Riza Roidila Mufti, The Jakarta Post, Jakarta"
JKPOST0020190503ef540000l,P029,General,2019-05-22,The Jakarta Post,Indonesia-China maritime connectivity: Impediments and prospects,"1,027 words"
JKPOST0020190521ef5m00001,P018,Belt and Road Initiative (BRI),2019-06-10,The Jakarta Post,Democracy shields Indonesia from Belt and Road fallout,"Endy M. Bayuni, The Jakarta Post, Jakarta"
JKPOST0020190610ef6a0000x,P029,General,2019-06-22,The Jakarta Post,"In Indo-Pacific, Jokowi needs to be more assertive",
JKPOST0020190621ef6m0000g,P029,General,2019-06-24,The Jakarta Post,ASEAN leaders adopt Indo-Pacific outlook,"Dian Septiari, The Jakarta Post, Bangkok"
JKPOST0020190623ef6o0000e,P029,General,2019-07-11,The Jakarta Post,AIIB ready to provide funds for infrastructure projects,"Kurniawan Hari, The Jakarta Post, Jakarta"
JKPOST0020190710ef7b00009,P207,Semarang–Demak toll road & satellite project,2019-07-15,The Jakarta Post,"AIIB to give loans for toll road, satellite projects","Kurniawan Hari, The Jakarta Post, Luxembourg"
JKPOST0020190714ef7f0000d,P023,CFLD Lavon Swancity & Karawang New Industry,2019-07-23,Tempo.co,Minister Luhut Welcomes Major Chinese Investment,
TEMPOE0020190723ef7n000b6,P029,General,2019-07-30,The Jakarta Post,"New chapter emerging as East, West meet","1,100 words"
JKPOST0020190729ef7u00007,P018,Belt and Road Initiative (BRI),2019-07-30,The Jakarta Post,ASEAN-China: New stage of development,"1,152 words"
JKPOST0020190729ef7u0000g,P018,Belt and Road Initiative (BRI),2019-07-30,The Jakarta Post,How Indonesia can avoid the pitfalls of Belt and Road cooperation,"Ko Lyn Cheang, The Jakarta Post, Jakarta 1,126 words"
JKPOST0020190729ef7u0000f,P169,Morowali Industrial Park (IMIP),2019-08-14,The Jakarta Post,Focus on Java holds back RI's manufacturing,"Rachmadea Aisyah, The Jakarta Post, Jakarta"
JKPOST0020190813ef8e00003,P197,PLN East Java & Bali Power Distribution Project (AIIB),2019-09-02,The Jakarta Post,AIIB to provide $500 million to finance electricity projects,"Prima Wirayani and Norman Harsono, The Jakarta Post, Jakarta"
JKPOST0020190901ef920000l,P029,General,2019-09-02,Tempo.co,Indonesia Owes Rp13tn to AIIB,
TEMPOE0020190902ef92000e5,,,2019-09-20,Tempo.co,Jokowi Asks China to Increase Indonesia's Palm Oil Import,
TEMPOE0020190920ef9k000b8,,,2019-09-28,The Jakarta Post,Progress on RI-China ties hailed,"Dian Septiari, The Jakarta Post, Jakarta"
JKPOST0020190927ef9s00005,,,2019-10-01,Tempo.co,"Cheapest Jakarta-Bandung Fast Train Ticket Set at Rp300,000",
TEMPOE0020191001efa1000ji,,,2019-10-29,Tempo Magazine,Three’s Company and Cars of the Future,"1,238 words"
TEMGEN0020191030efat00007,,,2019-11-19,Tempo.co,Minister Luhut Sets 4 Investment Requirements in Indonesia,
TEMPOE0020191119efbj000gq,,,2019-12-10,The Jakarta Post,Indonesia cautiously optimistic over China: Study,"Apriza Pinandita, The Jakarta Post, Jakarta"
JKPOST0020191209efca0000l,,,2019-12-10,Tempo Magazine,High Hopes for Nickel,"1,270 words"
TEMGEN0020191211efca00004,,,2019-12-20,Koran Tempo,Ekonomi 2020 Bertumpu pada Penghiliran Industri,
TEMPID0020191222efck00005,,,2019-12-28,The Jakarta Post,Inconsistency in ore export ban overshadows mining sector,"Norman Harsono, The Jakarta Post, 1,052 words"
JKPOST0020191227efcs0000g,,,2019-12-31,The Jakarta Post,"Foreign policy opens 2010s with idealism, closes with pragmatism","Dian Septiari, The Jakarta Post, Jakarta"
JKPOST0020200101eg1200004,,,2020-01-08,Tempo.co,Govt Assures Chinese Investments Unaffected by Natuna Dispute,
TEMPOE0020200108eg18000jk,,,2020-01-09,The Jakarta Post,Jokowi visits Natuna amid China standoff,"Fadli, The Jakarta Post, Batam"
JKPOST0020200108eg190000c,,,2020-01-14,The Jakarta Post,Commentary: 'Gong xi fa cai' from President Jokowi to President Xi,Jinping
JKPOST0020200113eg1e0000g,,,2020-01-15,The Jakarta Post,Indonesians see China as dominant power,"Dian Septiari, The Jakarta Post, Jakarta"
JKPOST0020200114eg1f0000m,,,2020-01-16,The Jakarta Post,Now and then: China's incursions in Natuna,"Dian Septiari, The Jakarta Post, Jakarta"
JKPOST0020200115eg1g0000n,,,2020-01-24,The Jakarta Post,Coal plant expansion wipes out green energy progress,"Norman Harsono, The Jakarta Post, Jakarta"
JKPOST0020200123eg1o0000n,,,2020-01-27,Koran Tempo,Perusahaan Hentikan Penyerapan Tenaga Kerja Asal Cina,
TEMPID0020200128eg1r00003,,,2020-01-28,The Jakarta Post,New dynamics emerge in Indonesia-China relations,"1,247 words"
JKPOST0020200128eg1s0000c,,,2020-01-30,The Jakarta Post,BKPM sets Rp 886t investment realization target for 2020,"Eisya A. Eloksari, The Jakarta Post, Jakarta"
JKPOST0020200129eg1u0000a,,,2020-02-05,Tempo.co,"Jakarta - Bandung Fast Train Project Offers 2,400 Jobs",
TEMPOE0020200205eg25000e0,,,2020-02-06,Tempo.co,"Guaranteeing Investment, Luhut: Come to Me If There Are Problems",
TEMPOE0020200206eg260008e,,,2020-02-12,The Jakarta Post,"Tourism, 'green fuel' top development agenda","1,152 words"
JKPOST0020200211eg2c0000r,,,2020-02-13,The Jakarta Post,"Govt to front-load social, rural development spending","Riska Rahman, The Jakarta Post, Jakarta"
JKPOST0020200212eg2d0000f,,,2020-02-27,The Jakarta Post,Coronavirus affects Chinese investment projects in Indonesia,"Riska Rahman, The Jakarta Post, Jakarta"
JKPOST0020200226eg2r0000i,P111,Jakarta-Bandung HSR,2020-03-02,Koran Tempo,Pemerintah Tinjau Ulang Proyek Kereta Cepat Jakarta-Bandung,
TEMPID0020200302eg320000e,P111,Jakarta-Bandung HSR,2020-03-03,Koran Tempo,"Membuka Jalur Kereta, Menyumbat Gorong-Gorong",
TEMPID0020200303eg3300034,P111,Jakarta-Bandung HSR,2020-03-03,Koran Tempo,Tenggat Penyelesaian Kereta Cepat Jakarta-Bandung Dievaluasi,
TEMPID0020200303eg3300035,P111,Jakarta-Bandung HSR,2020-03-03,Koran Tempo,Rugi Berlipat Kereta Cepat,
TEMPID0020200303eg330005v,P111,Jakarta-Bandung HSR,2020-03-04,Koran Tempo,Penangguhan Proyek Kereta Cepat Memicu Tambahan Biaya,
TEMPID0020200304eg3400036,P029,General,2020-03-06,Koran Tempo,Demam Kereta Cepat,
TEMPID0020200307eg360000g,P195,Obi & Morowali nickel projects,2020-03-09,The Jakarta Post,Activists denounce dumping of mine tailings in waters off Central,"Sulawesi A. Muh. Ibnu Aqil, The Jakarta Post, Jakarta"
JKPOST0020200308eg390000g,P029,General,2020-03-10,Tempo Magazine,"Perry Warjiyo, Governor, Bank Indonesia: Global Investors Are Still","Waiting 2,490 words"
TEMGEN0020200415eg3a000d1,P029,General,2020-03-19,Koran Tempo,Legasi dari Wabah Corona,
TEMPID0020200319eg3j0003c,P029,General,2020-03-21,The Jakarta Post,Thinking beyond lockdown to contain COVID-19 in Indonesia,"1,111 words"
JKPOST0020200320eg3l00007,P029,General,2020-03-24,Koran Tempo,BKPM Proyeksikan Investasi Tumbuh 5 Persen,
TEMPID0020200324eg3o0005l,P029,General,2020-03-26,The Jakarta Post,BKPM opens command center to speed up license issuance,
JKPOST0020200325eg3q0000k,P029,General,2020-03-27,The Jakarta Post,Jokowi's upward trust on generals in COVID-19 response,"Margareth S. Aritonang, The Jakarta Post, Jakarta"
JKPOST0020200326eg3r00007,P029,General,2020-03-27,Tempo.co,40 Tons of COVID-19 Medical Kits from China Arrive in Indonesia,
TEMPOE0020200327eg3r000b8,P194,North Natuna Sea,2020-04-04,The Jakarta Post,Insight: China's traditional fishing rights claim in North Natuna Sea,baseless
JKPOST0020200403eg440000d,P029,General,2020-04-14,The Jakarta Post,Insight: Work hand-in-hand for a new era of China-Indonesia friendship,
JKPOST0020200413eg4e00003,P029,General,2020-04-14,Koran Tempo,Detoksifikasi Ekonomi Dunia,
TEMPID0020200414eg4e000v4,P002,AIIB COVID-19 loan,2020-05-10,The Jakarta Post,AIIB to provide $1b loan for Indonesia COVID-19 response,"Dzulfiqar Fathur Rahman, The Jakarta Post, Jakarta"
JKPOST0020200510eg5a0004w,P004,BRI COVID-19 medical aid,2020-05-18,The Jakarta Post,BRRI donates 1 million surgical masks to Indonesia,
JKPOST0020200517eg5i0000i,P029,General,2020-05-30,The Jakarta Post,Insight: A new footing: Finding Indonesia's post-COVID-19 strategic,focus
JKPOST0020200530eg5u0000b,,,2020-06-08,Koran Tempo,BUMN Konstruksi Hitung Ulang Proyek Baru,
TEMPID0020200609eg680008j,P139,Konawe & Morowali nickel smelters,2020-06-09,The Jakarta Post,"As locals oppose project, China vows to create jobs","Dian Septiari, The Jakarta Post, Jakarta"
JKPOST0020200609eg6900003,P029,General,2020-06-15,The Jakarta Post,The shape of Asia's new Cold War,"1,012 words"
JKPOST0020200615eg6f0000c,P029,General,2020-06-30,Koran Tempo,Ekonomi Cina di Simpang Jalan,
TEMPID0020200630eg6u0003m,P012,Batang Industrial Park,2020-07-05,The Jakarta Post,Commentary: Big talk about Batang industrial park could just be hot air,"Vincent Lingga, The Jakarta Post,"
JKPOST0020200706eg750005w,P010,Batam KEK (Nongsa Digital Park & Batam Aero Technic),2020-07-12,Koran Tempo,Dua Kawasan Ekonomi Khusus di Batam Bidik 26 Ribu Pekerja,
TEMPID0020200713eg7c00035,P029,General,2020-07-22,Koran Tempo,Minat Investor Berinvestasi Masih Minim,
TEMPID0020200723eg7m00038,P029,General,2020-08-03,The Jakarta Post,Arguing for difference on indifferent council,"1,157 words"
JKPOST0020200803eg830000g,P168,Morowali Industrial Park,2020-08-05,Koran Tempo,Pemerintah Andalkan Kawasan Industri Tematik,
TEMPID0020200806eg850008d,P025,Cisumdawu toll road,2020-08-18,Koran Tempo,Arus Logistik Tiga Kawasan Industri Bergantung pada Tol Cisumdawu,
TEMPID0020200820eg8i00031,P006,BRI energy infrastructure (general),2020-08-23,The Jakarta Post,ASEAN should aim high with quality energy infrastructure,"1,141 words"
JKPOST0020200823eg8n0000j,P167,Morowali EV battery plant,2020-08-24,The Jakarta Post,High capital requirement poses challenge for Indonesia's battery,"industry: Expert Mardika Parama, The Jakarta Post, Jakarta"
JKPOST0020200824eg8o00002,P029,General,2020-08-26,The Jakarta Post,China's foreign policy: Xi Jinping thought on diplomacy,"1,051 words"
JKPOST0020200826eg8q0000j,P029,General,2020-08-27,The Jakarta Post,Muslim world's deafening silence on China's Uyghurs,
JKPOST0020200827eg8r0000c,P029,General,2020-09-07,The Jakarta Post,Working together to elevate China-ASEAN ties to higher level,
JKPOST0020200907eg9700007,P105,Indonesia Eximbank China Eximbank/ICBC loans,2020-09-29,Tempo.co,Indonesia Eximbank Gets US$580mn Foreign Loans from Two Financial,Institutions
TEMPOE0020200929eg9t000b7,,,2020-10-06,Koran Tempo,"Cipta Kerja, Investasi Cina , dan Oligark",
TEMPID0020201007ega60005q,P029,General,2020-10-23,The Jakarta Post,The relevance of ASEAN Outlook on Indo-Pacific amid COVID-19,
JKPOST0020201023egan0000r,P029,General,2020-10-27,The Jakarta Post,"Indonesia must remain active, steadfast amid pressures","1,082 words"
JKPOST0020201027egar0000e,P029,General,2020-11-11,The Jakarta Post,A new prospect for China-ASEAN relations,"1,205 words"
JKPOST0020201111egbb0000w,P029,General,2020-11-24,The Jakarta Post,Insight: Multilateralism: Global and regional cooperation for China and,"Indonesia 1,336 words"
TEMGEN0020210111eh1a0000j,P029,General,2021-01-10,Tempo Magazine,The Nickel King Ambition,"2,027 words"
TEMGEN0020210111eh1a0000h,P029,General,2021-01-13,The Jakarta Post,Wang Yi calls for closer China-Indonesia ties,"Dian Septiari, The Jakarta Post, Jakarta"
JKPOST0020210113eh1d00004,P029,General,2021-01-14,The Jakarta Post,China-ASEAN relations: Thirty years on and beyond,"1,141 words"
JKPOST0020210114eh1e00007,P029,General,2021-01-18,The Jakarta Post,Bakamla intercepts Chinese research vessel in Sunda Strait,"Dian Septiari and Novan Iman Santosa , The Jakarta Post, Jakarta"
JKPOST0020210117eh1i0000b,P029,General,2021-01-20,The Jakarta Post,Strengthen mutual support and create a better future together,
JKPOST0020210120eh1k00005,P029,General,2021-01-25,The Jakarta Post,China's turn to play a leader again,"1,098 words"
JKPOST0020210125eh1p0000a,P111,Jakarta-Bandung HSR,2021-02-01,Koran Tempo,Didera Pembengkakan Biaya,
TEMPID0020210201eh210002u,P029,General,2021-02-21,Tempo Magazine,We Almost Stumbled,"2,618 words"
TEMGEN0020210222eh2l0000i,P029,General,2021-02-25,The Jakarta Post,Insight: Understanding China objectively and accurately,
JKPOST0020210225eh2p00004,P216,Weda Bay Industrial Park,2021-03-18,Koran Tempo,Agar Kawasan Industri Berstatus Obyek Vital,
