document_id,project_id,project_name,publish_date,outlet,title,author
JKPOST0020150805eb850000a,P112,Jakarta-Bandung high-speed railway,2015-08-22,The Jakarta Post,Race for Indonesia's high-speed railway part of a big game,
JKPOST0020150822eb8m0000b,P029,General,2015-09-06,Tempo.co,State Owned Banks to Receive Loans from CDB,
TEMPOE0020150906eb96001up,P029,General,2015-09-08,The Jakarta Post,Mandiri eyes up to Rp7t from bilateral borrowings,"Grace D. Amianti, The Jakarta Post, Jakarta"
JKPOST0020150908eb9800046,P029,General,2015-09-23,Tempo.co,No Problem with State-Owned Banks Lending From China: LPS,
TEMPOE0020150923eb9n001e1,P008,Balikpapan-Samarinda toll road,2015-09-24,Tempo.co,Kalimantan To Have First Toll Road,
TEMPOE0020150924eb9o000mc,P008,Balikpapan-Samarinda toll road,2015-09-25,The Jakarta Post,Trans-Kalimantan toll road development to proceed,
JKPOST0020150925eb9p0003s,P029,General,2015-09-28,The Jakarta Post,BRI sets plan for CDB loan disbursement,"Grace D. Amianti, The Jakarta Post, Jakarta"
JKPOST0020150928eb9s0003o,P029,General,2015-10-15,The Jakarta Post,China promises speedier loan process,
JKPOST0020151015ebaf00017,P112,Jakarta-Bandung high-speed railway,2015-10-16,Tempo.co,Fast Train Project Would be Funded by China,
TEMPOE0020151016ebag001up,P112,Jakarta-Bandung high-speed railway,2015-10-17,The Jakarta Post,High speed train project to have effect on nearby cities,
JKPOST0020151018ebah00036,P001,AIIB,2015-11-05,The Jakarta Post,AIIB ready to help finance infrastructure projects,"Ina Parlina, The Jakarta Post, Jakarta"
JKPOST0020151105ebb50003s,P029,General,2015-11-17,Tempo.co,"Indonesia, China to Intensify Economic, Financial Cooperation",
TEMPOE0020151120ebbk001md,P029,General,2015-11-21,Tempo.co,"Merayu Cina, Memuluskan 'Jalur Amerika'",
TEMPID0020151120ebbl001jl,P029,General,2015-11-23,Tempo.co,Target Utang Asing untuk Infrastruktur Diyakini Tercapai,
TEMPID0020151122ebbn0002x,P029,General,2015-11-26,Tempo.co,"Tahun Depan, BNI Tingkatkan Pembiayaan Infrastruktur",
TEMPID0020151125ebbq0008j,P001,AIIB,2015-11-27,Tempo.co,Indonesia Proposes 3 Candidates for AIIB Directors Board,
TEMPOE0020151127ebbr001e1,P112,Jakarta-Bandung high-speed railway,2015-12-03,Tempo.co,Proyek Kereta Cepat Meluncur Bulan Ini,
TEMPID0020151202ebc300003,P112,Jakarta-Bandung high-speed railway,2015-12-07,Tempo.co,Konstruksi Kereta Cepat Tunggu Revisi RTRW,
TEMPID0020151206ebc70010d,P112,Jakarta-Bandung high-speed railway,2015-12-08,Tempo.co,Pemerintah Tagih Modal Proyek Kereta Cepat,
TEMPID0020151207ebc8000us,P112,Jakarta-Bandung high-speed railway,2015-12-08,The Jakarta Post,Paperwork ongoing for Jakarta-Bandung high-speed railway,
JKPOST0020151208ebc80006i,P029,General,2015-12-11,The Jakarta Post,Insight: Is Indonesia tilting toward China?,
JKPOST0020151211ebcb0005o,P112,Jakarta-Bandung high-speed railway,2015-12-15,Tempo.co,Jalur Kereta Cepat Bermasalah di Halim,
TEMPID0020151214ebcf0010d,P112,Jakarta-Bandung high-speed railway,2015-12-18,Tempo.co,Peluncuran Kereta Cepat Ditunda Lagi,
TEMPID0020151217ebci0008g,P112,Jakarta-Bandung high-speed railway,2015-12-29,Tempo.co,Proyek Kereta Cepat Tertunda,
TEMPID0020151228ebct000e2,P112,Jakarta-Bandung high-speed railway,2016-01-03,Tempo.co,KAI to Break Ground High-Speed Train Project in January,
TEMPOE0020160103ec130018h,P112,Jakarta-Bandung high-speed railway,2016-01-05,Tempo.co,Kereta Cepat,
TEMPID0020160104ec15000s0,P112,Jakarta-Bandung high-speed railway,2016-01-05,Tempo.co,Konsorsium Baru Setor Modal 68 Persen,
TEMPID0020160104ec150008h,P112,Jakarta-Bandung high-speed railway,2016-01-06,Tempo.co,PROYEK KERETA CEPAT,
TEMPID0020160105ec16000ma,P029,General,2016-01-12,Tempo Magazine,"Sofyan Basir, PLN CEO: Chinese investors today are different",
TEMGEN0020160128ec1c0006k,P112,Jakarta-Bandung high-speed railway,2016-01-13,The Jakarta Post,Wika seeking Rp 17t contracts from high-speed railway,"Anggi M. Lubis, The Jakarta Post, Jakarta"
JKPOST0020160113ec1d00043,P112,Jakarta-Bandung high-speed railway,2016-01-14,The Jakarta Post,First high-speed train project on track,"Farida Susanty, The Jakarta Post, Jakarta"
JKPOST0020160114ec1e0008e,P112,Jakarta-Bandung high-speed railway,2016-01-14,Tempo.co,Izin Trase Kereta Cepat Terbit,
TEMPID0020160113ec1e000b6,P001,AIIB,2016-01-15,The Jakarta Post,RI to propose six projects to AIIB for financing,"Tassia Sipahutar, The Jakarta Post,"
JKPOST0020160115ec1f0003l,P029,General,2016-01-18,The Jakarta Post,China-funded toll roads set to kick off,"Farida Susanty, The Jakarta Post, Jakarta"
JKPOST0020160118ec1i0003s,P029,General,2016-01-18,Koran Tempo,"Cina Minati Investasi Energi Terbarukan Senilai Rp 29,1 Triliun",
TEMPID0020160117ec1i000b8,P029,General,2016-01-19,The Jakarta Post,"Has Indonesia been weighed, measured and found wanting?",
JKPOST0020160119ec1j00034,P112,Jakarta-Bandung high-speed railway,2016-01-20,Tempo.co,Jokowi Awaits for Environment Permit to Execute Groundbreaking,
TEMPOE0020160120ec1k001md,P112,Jakarta-Bandung high-speed railway,2016-01-20,The Jakarta Post,China to kick off high-speed railway construction this week,"Farida Susanty, The Jakarta Post, Jakarta"
JKPOST0020160120ec1k0006k,P112,Jakarta-Bandung high-speed railway,2016-01-20,Tempo.co,Kajian Amdal Kereta Cepat Dinilai Tak Layak,
TEMPID0020160119ec1k000ru,P112,Jakarta-Bandung high-speed railway,2016-01-21,Tempo.co,Indonesia Starts Construction of High-Speed Rail Line,
TEMPOE0020160121ec1l001e1,P112,Jakarta-Bandung high-speed railway,2016-01-21,Tempo.co,"High-Speed Train Utilizes Foreign Manpower, Company Says",
TEMPOE0020160121ec1l0025u,P112,Jakarta-Bandung high-speed railway,2016-01-21,Tempo.co,"Amdal Beres, Proyek Kereta Cepat Dimulai",
TEMPID0020160120ec1l0012y,P112,Jakarta-Bandung high-speed railway,2016-01-22,Tempo.co,High-Speed Train Project Damages Environment: Observer,
TEMPOE0020160122ec1m001rx,P112,Jakarta-Bandung high-speed railway,2016-01-22,Tempo.co,Walhi Protests Jakarta-Bandung High-Speed Train Project,
TEMPOE0020160122ec1m001up,P112,Jakarta-Bandung high-speed railway,2016-01-22,The Jakarta Post,Land acquisition to start soon,"Farida Susanty and Arya Dipa , The Jakarta Post, Walini, West Java 1,041 words"
JKPOST0020160123ec1m0005r,P112,Jakarta-Bandung high-speed railway,2016-01-22,Tempo.co,Proyek Kereta Cepat Rawan Gugatan,
TEMPID0020160121ec1m00106,P112,Jakarta-Bandung high-speed railway,2016-01-24,The Jakarta Post,The week in review: Still not enough,
JKPOST0020160124ec1o00009,P112,Jakarta-Bandung high-speed railway,2016-01-26,Tempo.co,Benahi Amdal Kereta Cepat,
TEMPID0020160125ec1q00003,P112,Jakarta-Bandung high-speed railway,2016-01-27,The Jakarta Post,High speed rail grinds to halt,"Farida Susanty, The Jakarta Post, Jakarta"
JKPOST0020160127ec1r0005l,P112,Jakarta-Bandung high-speed railway,2016-01-27,Tempo.co,Konsesi Kereta Cepat Maksimal 50 Tahun,
TEMPID0020160126ec1r001b9,P112,Jakarta-Bandung high-speed railway,2016-01-28,Tempo.co,Bappenas Hands Over High-Speed Railway Project to Ministries,
TEMPOE0020160128ec1s001jl,P112,Jakarta-Bandung high-speed railway,2016-01-28,Tempo.co,Kontraktor Kereta Cepat Minta Jaminan Negara,
JKPOST0020160130ec1u0000c,P112,Jakarta-Bandung high-speed railway,2016-01-30,The Jakarta Post,Jokowi gets behind rail project,"Ina Parlina and Farida Susanty, The Jakarta Post, Jakarta"
JKPOST0020160130ec1u0002v,P112,Jakarta-Bandung high-speed railway,2016-02-01,Tempo.co,Jaminan Tak Melulu Soal Finansial,
TEMPID0020160131ec21000xn,P112,Jakarta-Bandung high-speed railway,2016-02-01,Tempo.co,Menkeu: Tak Akan Ada Jaminan Finansial,
TEMPID0020160131ec21000xo,P112,Jakarta-Bandung high-speed railway,2016-02-01,The Jakarta Post,Editorial: The controversial $5.5b project,
JKPOST0020160201ec2100002,P112,Jakarta-Bandung high-speed railway,2016-02-04,The Jakarta Post,Limited guarantee for high-speed rail,"Farida Susanty, The Jakarta Post, Jakarta"
JKPOST0020160204ec240005l,P112,Jakarta-Bandung high-speed railway,2016-02-05,The Jakarta Post,Tug of war in China-led rail project,"Farida Susanty, The Jakarta Post, Jakarta"
JKPOST0020160205ec250002u,P112,Jakarta-Bandung high-speed railway,2016-02-09,Tempo Magazine,Rapid Rail Balancing Act,"1,838 words"
TEMGEN0020160208ec2900001,P112,Jakarta-Bandung high-speed railway,2016-02-09,Tempo.co,Minister: No Issues with High-Speed Train Environmental Analysis,
TEMPOE0020160209ec29001me,P112,Jakarta-Bandung high-speed railway,2016-02-26,Tempo.co,Investasi Kereta Cepat Ditinjau Ulang,
TEMPID0020160225ec2q0010b,P112,Jakarta-Bandung high-speed railway,2016-02-29,Tempo.co,Biaya Lahan Kereta Cepat Belum Dipastikan,
TEMPID0020160228ec2t000e0,P029,General,2016-02-29,Tempo.co,BKPM Wants Special Desk for Chinese Investments,
TEMPOE0020160229ec2t0015p,P029,General,2016-02-29,Tempo.co,BKPM: Investment from China Up by 26 Percent,
TEMPOE0020160229ec2t001p5,P029,General,2016-03-01,Tempo.co,"Dongkrak Realisasi Investasi, BKPM Usul Pembentukan Desk Cina",
TEMPID0020160229ec31000jo,P029,General,2016-03-01,The Jakarta Post,Eyes on Asian powerhouse as China expands investments in RI,"Khoirul Amin, The Jakarta Post, Jakarta"
JKPOST0020160301ec3100017,P029,General,2016-03-03,The Jakarta Post,Indigenous communities demand bylaw on customary forests,"Nethy Dharma Somba, The Jakarta Post, Sorong"
JKPOST0020160303ec330000l,P029,General,2016-03-03,Koran Tempo,Investasi 200 Perusahaan Terwujud,
TEMPID0020160302ec33000jn,P112,Jakarta-Bandung high-speed railway,2016-03-16,Tempo.co,Gov`t to Sign High-Speed Train Concession Agreement Today,
TEMPOE0020160316ec3g000dy,P112,Jakarta-Bandung high-speed railway,2016-03-16,Tempo.co,"Gov't, KCIC Postpone Concession Signing",
TEMPOE0020160316ec3g0025t,P112,Jakarta-Bandung high-speed railway,2016-03-17,Tempo.co,"Gov`t, KCIC Finally Sign High-Speed Train Agreement",
TEMPOE0020160317ec3h0002t,P112,Jakarta-Bandung high-speed railway,2016-03-17,The Jakarta Post,Hurdles lifted for rail project,"Farida Susanty, The Jakarta Post, Jakarta"
JKPOST0020160317ec3h00003,P112,Jakarta-Bandung high-speed railway,2016-03-18,The Jakarta Post,"China railway consortium gets permit, exclusive rights","Farida Susanty, The Jakarta Post, Jakarta"
JKPOST0020160318ec3i0001a,P112,Jakarta-Bandung high-speed railway,2016-03-19,Tempo.co,Revisi Amdal Kereta Cepat Kelar,
TEMPID0020160318ec3j001e2,P112,Jakarta-Bandung high-speed railway,2016-03-21,The Jakarta Post,KCIC given green light to begin railway construction,"Farida Susanty and Arya Dipa , The Jakarta Post, Jakarta/Bandung"
JKPOST0020160321ec3l00007,P029,General,2016-03-22,Tempo.co,Indonesia Targets US$30bn Chinese Investment,
TEMPOE0020160322ec3m0002t,P024,China Fortune integrated industrial park,2016-03-24,Koran Tempo,Investor Cina Akan Bangun Kawasan Industri Terpadu,
TEMPID0020160323ec3o00098,P029,General,2016-03-26,Tempo.co,BKPM Fasilitasi Relokasi Pabrik Furnitur Cina,
TEMPID0020160325ec3q0008g,P029,General,2016-03-29,Tempo Magazine,The Other Side of China,
JKPOST0020160330ec3u00037,P112,Jakarta-Bandung high-speed railway,2016-04-06,The Jakarta Post,Walhi to launch moves against Jakarta-Bandung high-speed rail,"Hans Nicholas Jong and Farida Susanty , The Jakarta Post, Jakarta"
JKPOST0020160406ec4600068,P112,Jakarta-Bandung high-speed railway,2016-04-14,The Jakarta Post,Wait for spatial plan revisions puts rail project behind schedule,"Arya Dipa, The Jakarta Post, Bandung"
JKPOST0020160414ec4e0000b,P112,Jakarta-Bandung high-speed railway,2016-04-18,Tempo.co,Kereta Cepat Cari Modal,
TEMPID0020160417ec4i000gu,P014,Belt and Road / OBOR,2016-04-19,The Jakarta Post,Belt and Road Summit to focus on ASEAN infrastructure opportunities,"1,008 words"
JKPOST0020160419ec4j0003c,P029,General,2016-05-03,The Jakarta Post,Lost in translation? Just ask the China desk,
JKPOST0020160503ec530003g,P112,Jakarta-Bandung high-speed railway,2016-05-03,The Jakarta Post,Immigration office probes Chinese national,
JKPOST0020160503ec530003l,P112,Jakarta-Bandung high-speed railway,2016-05-03,Tempo.co,"Dua Perusahaan Diblokir, Pengawasan Diperketat",
TEMPID0020160502ec53002bd,P112,Jakarta-Bandung high-speed railway,2016-05-09,The Jakarta Post,KCIC frustrated over delays,"Farida Susanty, The Jakarta Post, Jakarta"
JKPOST0020160509ec590003j,P211,Trans-Sulawesi and Trans-Sumatra railways,2016-05-22,The Jakarta Post,"RI turns to China to finance Sulawesi, Sumatra railways","Farida Susanty, The Jakarta Post, Jakarta"
JKPOST0020160522ec5m0001d,P029,General,2016-06-15,Tempo.co,BKPM Begins Investment Promotion Roadshow in China,
TEMPOE0020160615ec6f0005l,P029,General,2016-06-16,The Jakarta Post,See no China: Indonesia's South China Sea policy,"1,041 words"
JKPOST0020160616ec6g0000b,P029,General,2016-06-20,The Jakarta Post,RI embroiled in Chinese workers plight,"Lita Aruperes, The Jakarta Post, Manado"
JKPOST0020160620ec6k0002v,P029,General,2016-06-20,Tempo.co,Chinese Investors Eye Indonesia`s Pharmaceutical Sector,
TEMPOE0020160620ec6k000m9,P029,General,2016-06-24,Tempo.co,DPR Tetapkan Syarat Pencairan PMN,
TEMPID0020160623ec6o0008e,P112,Jakarta-Bandung high-speed railway,2016-08-24,Koran Tempo,Dana Pinjaman dari Bank Cina Belum Cair,
TEMPID0020160823ec8o00231,P112,Jakarta-Bandung high-speed railway,2016-08-25,Koran Tempo,"Kredit Cina Lambat, KAI Talangi Biaya Kereta Cepat",
TEMPID0020160824ec8p002bd,P029,General,2016-09-06,Tempo.co,China Expresses Commitment in 271 Projects in Indonesia,
TEMPOE0020160906ec960008d,P025,Cisumdawu toll road,2016-09-28,Koran Tempo,"Percepat Jalan Tol Cisumdawu, Pemerintah Jajaki Pinjaman Cina",
TEMPID0020160927ec9s000gp,P148,Maritime Silk Road / Belt and Road,2016-10-10,The Jakarta Post,Promoting the 21st century Maritime Silk Road to ASEAN,
JKPOST0020161010ecaa0000g,P114,Jakarta-Surabaya rail upgrade,2016-10-11,Koran Tempo,Studi Kelayakan ‘ Kereta Cepat ’ Jakarta-Surabaya Disiapkan,
TEMPID0020161010ecab001e4,P017,Belt and Road Initiative,2016-10-14,The Jakarta Post,China paves road to growth,
JKPOST0020161014ecae0000i,P029,General,2016-10-22,Koran Tempo,Proyek Prioritas Terhambat Lahan dan Anggaran,
TEMPID0020161021ecam000h6,P029,General,2016-10-22,The Jakarta Post,Chinese projects not yet translating,"Tama Salim, The Jakarta Post, Jakarta"
JKPOST0020161022ecam00018,P029,General,2016-10-24,The Jakarta Post,Indonesia's China policy requires clear roadmap,"Tama Salim, The Jakarta Post, Jakarta"
JKPOST0020161024ecao0000s,P001,AIIB,2016-10-31,The Jakarta Post,We want Indonesia's big infrastructure projects: AIIB,"Satria Sambijantoro, The Jakarta Post, 1,109 words"
JKPOST0020161031ecav00006,P001,AIIB,2016-11-09,The Jakarta Post,Indonesia- AIIB meeting,
JKPOST0020161109ecb90000r,P017,Belt and Road Initiative,2016-11-23,The Jakarta Post,Experts: China's One Belt policy helps RI,"Grace D. Amianti, The Jakarta Post, Jakarta"
JKPOST0020161123ecbn00032,P029,General,2016-11-24,The Jakarta Post,China strengthens grip on Indonesia,"Farida Susanty, The Jakarta Post, Jakarta"
JKPOST0020161124ecbo00002,P029,General,2016-12-30,Koran Tempo,Cina Tambah Investasi Kereta Cepat,
TEMPOE0020170102ed1200001,P029,General,2017-01-07,The Jakarta Post,Between the Lines: World weirdness quotient is rising fast,
JKPOST0020170106ed1700013,P171,Morowali industrial area,2017-01-10,Tempo.co,Gov`t to Step Up Industrial Area Development in Sulawesi,
TEMPOE0020170110ed1a0002t,P029,General,2017-01-13,Tempo.co,32 Smelters Worth US$20bn Operate in Indonesia,
TEMPOE0020170113ed1d00001,P017,Belt and Road Initiative,2017-01-18,The Jakarta Post,'Zero-sum game' is at odds with the times,
JKPOST0020170117ed1i0002v,P112,Jakarta-Bandung high-speed railway,2017-01-21,The Jakarta Post,Economy in brief: Wika to sign HSR contract next week,
JKPOST0020170120ed1l0000p,P112,Jakarta-Bandung high-speed railway,2017-01-23,Koran Tempo,Kontrak Pekerjaan Sipil Kereta Cepat Diteken,
TEMPID0020170122ed1n001ur,P029,General,2017-01-24,Koran Tempo,Investasi Cina di Indonesia Menurun,
TEMPID0020170123ed1o000gp,P029,General,2017-01-26,The Jakarta Post,China rises as Indonesia's new investor darling,"Stefani Ribka and Grace D. Amianti , The Jakarta Post, Jakarta"
JKPOST0020170125ed1q0004c,P029,General,2017-01-26,Koran Tempo,Cina Masuk Tiga Besar,
TEMPID0020170125ed1q0005l,P112,Jakarta-Bandung high-speed railway,2017-02-01,Koran Tempo,Pendanaan Proyek Kereta Cepat Tersendat,
TEMPID0020170131ed210005l,P112,Jakarta-Bandung high-speed railway,2017-02-02,Koran Tempo,Pembiayaan Kereta Cepat Terganjal Masalah Lahan,
TEMPID0020170201ed220008g,P161,Morowali / IMIP,2017-02-07,The Jakarta Post,Morowali investors doubtful over smelters,"Stefani Ribka, The Jakarta Post, Jakarta"
JKPOST0020170206ed2700010,P029,General,2017-02-07,Koran Tempo,30 Transaksi Senilai US$ 75 Miliar Gagal,
TEMPID0020170206ed27001gu,P112,Jakarta-Bandung high-speed railway,2017-02-23,Tempo.co,High-Speed Train Construction Begins Next Month,
TEMPOE0020170222ed2n002ut,P112,Jakarta-Bandung high-speed railway,2017-03-02,Koran Tempo,Kejaksaan Bantu Bebaskan Lahan Kereta Cepat,
TEMPID0020170301ed3200005,P168,Morowali Industrial Park,2017-03-03,Tempo.co,"28,000 Workers Employed in 32 Smelter Projects",
TEMPOE0020170303ed33000b5,P204,RIDF (AIIB proposal),2017-03-04,The Jakarta Post,National scene: Banks urged not to fund unsustainability,
JKPOST0020170303ed340001l,P029,General,2017-03-13,Koran Tempo,Waspadai Pinjaman Cina,
TEMPID0020170312ed3d000dx,P112,Jakarta-Bandung high-speed railway,2017-03-20,Tempo.co,Govt Rail Projects in Financial Problems,
TEMPOE0020170320ed3k0002t,P112,Jakarta-Bandung high-speed railway,2017-03-21,Koran Tempo,Cina Talangi Proyek Kereta Cepat,
TEMPID0020170320ed3l001gt,P165,Morowali / smelter projects,2017-03-23,The Jakarta Post,RI to make up with mineral investors,"Fedina S. Sundaryani, The Jakarta Post, Jakarta"
JKPOST0020170322ed3n0000l,P112,Jakarta-Bandung high-speed railway,2017-04-05,Koran Tempo,KCIC Teken Kontrak Konstruksi Kereta Cepat,
TEMPID0020170404ed45000p2,P112,Jakarta-Bandung high-speed railway,2017-04-05,The Jakarta Post,High speed railway contract signed amid financing issues,"Farida Susanty, The Jakarta Post, Jakarta"
JKPOST0020170404ed4500016,P112,Jakarta-Bandung high-speed railway,2017-04-05,Tempo.co,Contractors Sign Jakarta - Bandung Bullet Train Agreement,
TEMPOE0020170405ed45000gp,P112,Jakarta-Bandung high-speed railway,2017-04-07,Koran Tempo,KCIC Belum Kantongi Izin Pembebasan Lahan,
TEMPID0020170406ed47000jl,P168,Morowali Industrial Park,2017-04-07,The Jakarta Post,Luhut on front line transforming maritime fulcrum into reality,"1,237 words"
JKPOST0020170406ed470000o,P112,Jakarta-Bandung high-speed railway,2017-04-13,Koran Tempo,Investasi Proyek Kereta Cepat Bisa Bengkak 30 Persen,
TEMPID0020170412ed4d000gp,P112,Jakarta-Bandung high-speed railway,2017-04-13,Tempo.co,Budget of Bullet Train Project May Swell Over Rp60tn,
TEMPOE0020170413ed4d000ul,P112,Jakarta-Bandung high-speed railway,2017-04-15,Koran Tempo,"Mei, Cina Cairkan Dana Kereta Cepat",
TEMPID0020170414ed4f000ji,P112,Jakarta-Bandung high-speed railway,2017-04-15,The Jakarta Post,High-speed rail costs to swell amid changes,"Dylan Amirio, The Jakarta Post, Jakarta"
JKPOST0020170414ed4f00019,P112,Jakarta-Bandung high-speed railway,2017-04-19,Koran Tempo,Dana Kereta Cepat Segera Cair US$ 1 Miliar,
TEMPID0020170418ed4j0005q,P029,General,2017-04-20,Koran Tempo,"Tarik Investasi, BKPM Gandeng BUMN Pembiayaan Cina",
TEMPID0020170419ed4k0002u,P020,Belt and Road Initiative / OBOR,2017-04-26,The Jakarta Post,RI urged to welcome China's OBOR initiative,"Liza Yosephine, The Jakarta Post, Jakarta"
JKPOST0020170425ed4q00001,P020,Belt and Road Initiative / OBOR,2017-05-06,The Jakarta Post,RI wants bigger slice of Chinese projects at OBOR summit,"Haeril Halim, The Jakarta Post, Jakarta"
JKPOST0020170505ed560000p,P123,Jakarta–Bandung high-speed railway,2017-05-11,Tempo.co,CDB to Disburse Fund for Bullet Train Project,
TEMPOE0020170511ed5b000dx,P020,Belt and Road Initiative / OBOR,2017-05-12,Koran Tempo,Indonesia Tawarkan Sejumlah Proyek ke Konferensi Jalur Sutra,
TEMPID0020170511ed5c000dz,P020,Belt and Road Initiative / OBOR,2017-05-12,The Jakarta Post,RI plays it cool in competition for China's OBOR money,"Fedina S. Sundaryani, The Jakarta Post, Jakarta"
JKPOST0020170511ed5c00012,P020,Belt and Road Initiative / OBOR,2017-05-12,The Jakarta Post,When the OBOR initiative meets ASEAN Vision 2025,
JKPOST0020170511ed5c0000p,P029,General,2017-05-13,The Jakarta Post,Indonesia seeks assurances from China on COC,"Tama Salim, The Jakarta Post, Jakarta"
JKPOST0020170512ed5d0001g,P029,General,2017-05-13,Tempo.co,"Jokowi, Xi Jinping to Discuss Economic Cooperation",
TEMPOE0020170513ed5d00001,P020,Belt and Road Initiative / OBOR,2017-05-13,The Jakarta Post,Insight: Belt and Road Initiative: Seizing new opportunities,
JKPOST0020170512ed5d00016,P015,Belt and Road Forum / BRI,2017-05-14,Tempo.co,Jokowi Attends Belt and Road Forum Opening Ceremony,
TEMPOE0020170514ed5e000gp,P123,Jakarta–Bandung high-speed railway,2017-05-15,Koran Tempo,Bank Cina Cairkan Pinjaman Hari Ini,
TEMPID0020170514ed5f00108,P020,Belt and Road Initiative / OBOR,2017-05-15,The Jakarta Post,Development beyond aid,"1,105 words"
JKPOST0020170514ed5f0000u,P150,Medan Chinese hospital project,2017-05-15,The Jakarta Post,Island focus: Chinese firm to build largest hospital,
JKPOST0020170514ed5f0000y,P123,Jakarta–Bandung high-speed railway,2017-05-15,Tempo.co,"RI, China Signs USD4.5bn Loan Agreement for Bullet Train Project",
TEMPOE0020170514ed5f00105,P029,General,2017-05-15,Tempo.co,"Indonesia, China Discuss Economic Cooperation",
TEMPOE0020170515ed5f000jh,P020,Belt and Road Initiative / OBOR,2017-05-15,The Jakarta Post,To China for infrastructure,
JKPOST0020170514ed5f0001g,P022,Bitung & Kuala Tanjung ports (OBOR),2017-05-15,The Jakarta Post,Transportation sector guns for $25 billion from OBOR,"Farida Susanty, The Jakarta Post, Jakarta"
JKPOST0020170514ed5f00004,P090,General (nickel smelters),2017-05-16,The Jakarta Post,Indonesia hopes to ride nickel revival by 2020,"Viriya P. Singgih, The Jakarta Post, Jakarta"
JKPOST0020170515ed5g00013,P016,Belt and Road Forum / Maritime Silk Road,2017-05-16,Tempo.co,"Mutual Respect for Sovereignty, Integrity Agreed at BRF Summit",
TEMPOE0020170516ed5g000xd,P020,Belt and Road Initiative / OBOR,2017-05-17,The Jakarta Post,Indonesia looks to China to revive manufacturing industry,"Fedina S. Sundaryani and Ruslan Sangadji, The Jakarta Post, Jakarta/Palu"
JKPOST0020170516ed5h00014,P020,Belt and Road Initiative / OBOR,2017-05-17,Tempo.co,Minister: China Responded Positively to RI's Investment Proposals,
TEMPOE0020170517ed5h000m9,P020,Belt and Road Initiative / OBOR,2017-05-23,Tempo Magazine,One Belt One Road to Strengthen Economic Relations,
TEMGEN0020180521ed5n000bc,P020,Belt and Road Initiative / OBOR,2017-05-29,The Jakarta Post,The importance of OBOR for Indonesia,"1,085 words"
JKPOST0020170528ed5t0000w,P027,Fast-Track Program I coal plants,2017-06-03,The Jakarta Post,Subpar China tech weighs on PLN,"Viriya P. Singgih, The Jakarta Post, Jakarta"
JKPOST0020170602ed630000d,P130,Jakarta–Surabaya medium-speed rail,2017-06-07,Koran Tempo,Cina Bisa Caplok Proyek Kereta Jakarta-Surabaya,
TEMPID0020170606ed670005q,P029,General,2017-06-07,The Jakarta Post,Chinese envoy bids farewell to grand fanfare,"Tama Salim, The Jakarta Post,"
JKPOST0020170606ed6700016,P168,Morowali Industrial Park,2017-06-19,Tempo.co,"Indonesia, China Invest in Morowali Industrial Area",
TEMPOE0020170619ed6j0002t,P140,Konawe nickel smelter (Virtue Dragon),2017-07-07,Koran Tempo,15 Smelter Beroperasi di Konawe pada Tahun Ini,
TEMPID0020170706ed7700005,P029,General,2017-07-07,The Jakarta Post,More engagement needed to beef up ASEAN-India ties,"Tama Salim, The Jakarta Post, New Delhi"
JKPOST0020170706ed770000c,P029,General,2017-07-27,The Jakarta Post,Chinese investors maintain faith in Indonesia,"Anton Hermansyah, The Jakarta Post, Jakarta"
JKPOST0020170726ed7r0000b,P011,Batam/Rempang free trade & special economic zone,2017-07-27,The Jakarta Post,Economy in brief: Reform of Batam management prepared,
JKPOST0020170726ed7r0000x,P029,General,2017-08-22,Koran Tempo,Cina Batasi Investasi Swasta di Luar Negeri,
JKPOST0020170821ed8m00011,P149,Maritime Silk Road / World Maritime Axis,2017-08-25,Tempo.co,"Indonesia, China Strengthen Ties in Political, Legal, Sectors",
TEMPOE0020170825ed8p001rx,P141,Kotaku slum upgrading (AIIB loan),2017-08-26,The Jakarta Post,Surakarta struggles to move people out of slums,"Ganug Nugroho Adi, The Jakarta Post, Surakarta"
JKPOST0020170825ed8q0000m,P007,BRICS membership & Chinese financing,2017-09-04,The Jakarta Post,Jokowi between BRICS and a hard place,"1,142 words"
JKPOST0020170903ed940000a,P117,Jakarta–Bandung HSR & Jakarta–Surabaya rail,2017-09-16,The Jakarta Post,"Japan, China railway projects show progress","Farida Susanty, The Jakarta Post, Jakarta"
JKPOST0020170915ed9g0000g,P029,General,2017-09-18,The Jakarta Post,RI vows to lure more Chinese investment,"Bambang Nurbianto, The Jakarta Post, Nanning"
JKPOST0020170917ed9i0000q,P020,Belt and Road Initiative / OBOR,2017-09-18,The Jakarta Post,Taking advantage of China's infrastructure initiative,"Hendarsyah Tarmizi, The Jakarta Post, Hong Kong"
JKPOST0020170917ed9i0000s,P099,Huaqing infrastructure & toll-road projects,2017-09-19,Koran Tempo,Perusahaan Cina Biayai Proyek Infrastruktur,
TEMPID0020170918ed9j0000d,P168,Morowali Industrial Park,2017-09-19,The Jakarta Post,Morowali Park to produce carbon steel,"Stefani Ribka, The Jakarta Post, Morowali, Central Sulawesi"
JKPOST0020170918ed9j0000s,P113,Jakarta-Surabaya rail,2017-09-20,Koran Tempo,Rel Kereta Cepat Jakarta-Surabaya Segera Ditetapkan,
TEMPID0020170919ed9k0008e,P143,Manado–Bitung toll road,2017-09-22,Koran Tempo,Penyelesaian Jalan Tol Manado-Bitung Dipercepat,
